32,32,3,3,3,64,0,1
32,32,64,3,3,64,0,1
32,32,64,3,3,64,0,1
32,32,64,3,3,64,0,1
32,32,64,3,3,64,0,1
16,16,64,3,3,128,0,2
16,16,128,3,3,128,0,1
16,16,64,1,1,128,0,2
16,16,128,3,3,128,0,1
16,16,128,3,3,128,0,1
8,8,128,3,3,256,0,2
8,8,256,3,3,256,0,1
8,8,128,1,1,256,0,2
8,8,256,3,3,256,0,1
8,8,256,3,3,256,0,1
4,4,256,3,3,512,0,2
4,4,512,3,3,512,0,1
4,4,256,1,1,512,0,2
4,4,512,3,3,512,0,1
4,4,512,3,3,512,1,1
1,1,512,1,1,10,0,1
